


         _+=+_
      .-`  .  `-.          8888888b.  8888888b.   .d88888b.   .d8888b.
   _+`     "     `+_       888   Y88b 888   Y88b d88P" "Y88b d88P  Y88b
  \\\sssssssssssss///      888    888 888    888 888     888 Y88b.
     .ss\  *  /ss.         888   d88P 888   d88P 888     888  "Y888b.
 .+bm  .s  *  s.  md+.     8888888P"  8888888P"  888     888     "Y88b.
.hMMMMs .  *  . sMMMMh.    888        888 T88b   888     888       "888
 `\hMMMb \ | / dMMMh:      888        888  T88b  Y88b. .d88P Y88b  d88P
   -SNMNo  -  oNMNs-       888        888   T88b  "Y88888P"   "Y8888P"
     `+dMh\./dMd/
        `:yNy:`                      Powered by PROS for VEX V5
           "                Copyright (c) Purdue University ACM SIGBots
Version:        3.6.0     Platform:  V1.1.2 (b34)     Uptime:    0.000 s
Compiled:   Nov  8 2022 18:39:33     Directory:  V5/VexV5-UTG/VexV5-UTG


time,vexVelocity,filteredVelocity,rawVelocity,acceleration,emaGain,voltageOut,deltaTime,vexDeltaTime,deltaTicks
64220,1813.000000,1846.319206,1850.000000,0.020449,0.153067,12000.000000,20,20,37
64240,1829.000000,1845.020619,1800.000000,-0.064929,0.159739,12000.000000,20,20,36
64260,1825.000000,1843.851891,1850.000000,-0.058436,0.158765,12000.000000,20,20,37
64280,1865.000000,1842.800035,1850.000000,-0.052593,0.157889,12000.000000,20,20,37
64300,1837.000000,1843.520031,1850.000000,0.036000,0.155400,12000.000000,20,20,37
64320,1862.000000,1844.168028,1850.000000,0.032400,0.154860,12000.000000,20,20,37
64340,1787.000000,1844.751225,1850.000000,0.029160,0.154374,12000.000000,20,20,37
64360,1904.000000,1845.276103,1850.000000,0.026244,0.153937,12000.000000,20,20,37
64380,1866.000000,1845.748493,1850.000000,0.023619,0.153543,12000.000000,20,20,37
64400,1824.000000,1846.173643,1850.000000,0.021258,0.153189,12000.000000,20,20,37
64420,1835.000000,1844.889612,1800.000000,-0.064202,0.159630,12000.000000,20,20,36
64440,1833.000000,1843.733984,1850.000000,-0.057781,0.158667,12000.000000,20,20,37
64460,1908.000000,1842.693919,1850.000000,-0.052003,0.157800,12000.000000,20,20,37
64480,1842.000000,1843.424527,1850.000000,0.036530,0.155480,12000.000000,20,20,37
64500,1798.000000,1844.082075,1850.000000,0.032877,0.154932,12000.000000,20,20,37
64520,1899.000000,1844.673867,1850.000000,0.029590,0.154438,12000.000000,20,20,37
64540,1797.000000,1845.206480,1850.000000,0.026631,0.153995,12000.000000,20,20,37
64560,1812.000000,1845.685832,1850.000000,0.023968,0.153595,12000.000000,20,20,37
64580,1862.000000,1844.450582,1800.000000,-0.061762,0.159264,12000.000000,20,20,36
64600,1842.000000,1843.338858,1850.000000,-0.055586,0.158338,12000.000000,20,20,37
64620,1835.000000,1842.338305,1850.000000,-0.050028,0.157504,12000.000000,20,20,37
64640,1861.000000,1843.104475,1850.000000,0.038308,0.155746,12000.000000,20,20,37
64660,1801.000000,1843.794027,1850.000000,0.034478,0.155172,12000.000000,20,20,37
64680,1873.000000,1844.414624,1850.000000,0.031030,0.154654,12000.000000,20,20,37
64700,1804.000000,1843.306495,1800.000000,-0.055406,0.158311,12000.000000,20,20,36
64720,1823.000000,1843.975846,1900.000000,0.033468,0.155020,12000.000000,20,20,38
64740,1877.000000,1842.911595,1800.000000,-0.053213,0.157982,12000.000000,20,20,36
64760,1794.000000,1843.620435,1850.000000,0.035442,0.155316,12000.000000,20,20,37
64780,1864.000000,1842.591725,1850.000000,-0.051436,0.157715,12000.000000,20,20,37
64800,1825.000000,1843.332552,1850.000000,0.037041,0.155556,12000.000000,20,20,37
64820,1853.000000,1843.999297,1850.000000,0.033337,0.155001,12000.000000,20,20,37
64840,1862.000000,1842.932701,1800.000000,-0.053330,0.157999,12000.000000,20,20,36
64860,1818.000000,1841.972764,1850.000000,-0.047997,0.157200,12000.000000,20,20,37
64880,1821.000000,1841.108821,1850.000000,-0.043197,0.156480,12000.000000,20,20,37
64900,1880.000000,1841.997939,1850.000000,0.044456,0.156668,12000.000000,20,20,37
64920,1804.000000,1842.798145,1850.000000,0.040010,0.156002,12000.000000,20,20,37
64940,1838.000000,1843.518330,1850.000000,0.036009,0.155401,12000.000000,20,20,37
64960,1856.000000,1844.166497,1850.000000,0.032408,0.154861,12000.000000,20,20,37
64980,1873.000000,1844.749848,1850.000000,0.029168,0.154375,12000.000000,20,20,37
65000,1840.000000,1843.608196,1800.000000,-0.057083,0.158562,12000.000000,20,20,36
65020,1786.000000,1842.580710,1850.000000,-0.051374,0.157706,12000.000000,20,20,37
65040,1887.000000,1841.655972,1850.000000,-0.046237,0.156936,12000.000000,20,20,37
65060,1824.000000,1842.490375,1850.000000,0.041720,0.156258,12000.000000,20,20,37
65080,1826.000000,1841.574671,1800.000000,-0.045785,0.156868,12000.000000,20,20,36
65100,1846.000000,1840.750537,1850.000000,-0.041207,0.156181,12000.000000,20,20,37
65120,1844.000000,1841.675483,1900.000000,0.046247,0.156937,12000.000000,20,20,38
65140,1884.000000,1842.507935,1800.000000,0.041623,0.156243,12000.000000,20,20,36
65160,1812.000000,1843.257142,1850.000000,0.037460,0.155619,12000.000000,20,20,37
65180,1895.000000,1842.264761,1850.000000,-0.049619,0.157443,12000.000000,20,20,37
65200,1810.000000,1843.038285,1850.000000,0.038676,0.155801,12000.000000,20,20,37
65220,1856.000000,1842.067790,1800.000000,-0.048525,0.157279,12000.000000,20,20,36
65240,1861.000000,1841.194344,1850.000000,-0.043672,0.156551,12000.000000,20,20,37
65260,1871.000000,1840.408243,1850.000000,-0.039305,0.155896,12000.000000,20,20,37
65280,1828.000000,1841.367419,1850.000000,0.047959,0.157194,12000.000000,20,20,37
65300,1880.000000,1842.230677,1850.000000,0.043163,0.156474,12000.000000,20,20,37
65320,1775.000000,1841.340942,1800.000000,-0.044487,0.156673,12000.000000,20,20,36
65340,1882.000000,1842.206848,1900.000000,0.043295,0.156494,12000.000000,20,20,38
65360,1860.000000,1841.319497,1800.000000,-0.044368,0.156655,12000.000000,20,20,36
65380,1810.000000,1842.187547,1850.000000,0.043403,0.156510,12000.000000,20,20,37
65400,1824.000000,1841.302126,1850.000000,-0.044271,0.156641,12000.000000,20,20,37
65420,1847.000000,1840.505246,1800.000000,-0.039844,0.155977,12000.000000,20,20,36
65440,1848.000000,1839.788055,1850.000000,-0.035860,0.155379,12000.000000,20,20,37
65460,1856.000000,1839.142583,1850.000000,-0.032274,0.154841,12000.000000,20,20,37
65480,1775.000000,1840.228325,1850.000000,0.054287,0.158143,12000.000000,20,20,37
65500,1907.000000,1841.205492,1850.000000,0.048858,0.157329,12000.000000,20,20,37
65520,1852.000000,1842.084943,1850.000000,0.043973,0.156596,12000.000000,20,20,37
65540,1805.000000,1841.209782,1800.000000,-0.043758,0.156564,12000.000000,20,20,36
65560,1866.000000,1840.422137,1850.000000,-0.039382,0.155907,12000.000000,20,20,37
65580,1800.000000,1839.713257,1850.000000,-0.035444,0.155317,12000.000000,20,20,37
65600,1869.000000,1840.741931,1850.000000,0.051434,0.157715,12000.000000,20,20,37
65620,1846.000000,1840.001071,1800.000000,-0.037043,0.155556,12000.000000,20,20,36
65640,1774.000000,1841.000964,1900.000000,0.049995,0.157499,12000.000000,20,20,38
65660,1915.000000,1840.234201,1800.000000,-0.038338,0.155751,12000.000000,20,20,36
65680,1794.000000,1841.210781,1850.000000,0.048829,0.157324,12000.000000,20,20,37
65700,1830.000000,1840.423036,1850.000000,-0.039387,0.155908,12000.000000,20,20,37
65720,1822.000000,1841.380733,1850.000000,0.047885,0.157183,12000.000000,20,20,37
65740,1841.000000,1840.575993,1800.000000,-0.040237,0.156036,12000.000000,20,20,36
65760,1836.000000,1839.851727,1850.000000,-0.036213,0.155432,12000.000000,20,20,37
65780,1864.000000,1839.199887,1850.000000,-0.032592,0.154889,12000.000000,20,20,37
65800,1792.000000,1840.279899,1850.000000,0.054001,0.158100,12000.000000,20,20,37
65820,1883.000000,1839.585242,1800.000000,-0.034733,0.155210,12000.000000,20,20,36
65840,1782.000000,1838.960051,1850.000000,-0.031260,0.154689,12000.000000,20,20,37
65860,1802.000000,1838.397379,1850.000000,-0.028134,0.154220,12000.000000,20,20,37
65880,1861.000000,1837.890975,1800.000000,-0.025320,0.153798,12000.000000,20,20,36
65900,1828.000000,1839.101877,1900.000000,0.060545,0.159082,12000.000000,20,20,38
65920,1821.000000,1838.525023,1800.000000,-0.028843,0.154326,12000.000000,20,20,36
65940,1848.000000,1841.339187,1900.000000,0.140708,0.171106,12000.000000,20,20,38
65960,1850.000000,1840.538602,1800.000000,-0.040029,0.156004,12000.000000,20,20,36
65980,1854.000000,1841.484742,1850.000000,0.047307,0.157096,12000.000000,20,20,37
66000,1788.000000,1840.669601,1850.000000,-0.040757,0.156114,12000.000000,20,20,37
66020,1816.000000,1841.269307,1840.000000,0.029985,0.154498,12000.000000,25,20,46
66040,1868.000000,1840.142377,1800.000000,-0.056347,0.158452,12000.000000,20,20,36
66060,1784.000000,1839.128139,1850.000000,-0.050712,0.157607,12000.000000,20,20,37
66080,1910.000000,1838.548658,1850.000000,-0.028974,0.154346,12000.000000,20,20,37
66100,1831.000000,1839.693793,1850.000000,0.057257,0.158589,12000.000000,20,20,37
66120,1844.000000,1840.724413,1850.000000,0.051531,0.157730,12000.000000,20,20,37
66140,1863.000000,1841.651972,1850.000000,0.046378,0.156957,12000.000000,20,20,37
66160,1801.000000,1840.820108,1800.000000,-0.041593,0.156239,12000.000000,20,20,36
66180,1827.000000,1840.071431,1850.000000,-0.037434,0.155615,12000.000000,20,20,37
66200,1874.000000,1839.397621,1850.000000,-0.033690,0.155054,12000.000000,20,20,37
66220,1828.000000,1840.457859,1850.000000,0.053012,0.157952,12000.000000,20,20,37
66240,1848.000000,1839.745406,1800.000000,-0.035623,0.155343,12000.000000,20,20,36
66260,1813.000000,1839.104199,1850.000000,-0.032060,0.154809,12000.000000,20,20,37
66280,1890.000000,1838.527112,1850.000000,-0.028854,0.154328,12000.000000,20,20,37
66300,1845.000000,1839.674401,1850.000000,0.057364,0.158605,12000.000000,20,20,37
66320,1806.000000,1840.706961,1850.000000,0.051628,0.157744,12000.000000,20,20,37
66340,1823.000000,1841.636265,1850.000000,0.046465,0.156970,12000.000000,20,20,37
66360,1860.000000,1840.805972,1800.000000,-0.041515,0.156227,12000.000000,20,20,36
66380,1787.000000,1840.058708,1850.000000,-0.037363,0.155604,12000.000000,20,20,37
66400,1901.000000,1839.386170,1850.000000,-0.033627,0.155044,12000.000000,20,20,37
66420,1777.000000,1840.447553,1850.000000,0.053069,0.157960,12000.000000,20,20,37
66440,1896.000000,1841.402798,1850.000000,0.047762,0.157164,12000.000000,20,20,37
66460,1822.000000,1840.595852,1800.000000,-0.040347,0.156052,12000.000000,20,20,36
66480,1822.000000,1841.536266,1900.000000,0.047021,0.157053,12000.000000,20,20,38
66500,1883.000000,1840.715973,1800.000000,-0.041015,0.156152,12000.000000,20,20,36
66520,1821.000000,1841.644376,1850.000000,0.046420,0.156963,12000.000000,20,20,37
66540,1849.000000,1839.146605,1800.000000,-0.124889,0.168733,12000.000000,20,20,36
66560,1831.000000,1838.565278,1850.000000,-0.029066,0.154360,12000.000000,20,20,37
66580,1864.000000,1838.042083,1850.000000,-0.026160,0.153924,12000.000000,20,20,37
66600,1845.000000,1839.237875,1850.000000,0.059790,0.158968,12000.000000,20,20,37
66620,1816.000000,1840.314087,1850.000000,0.053811,0.158072,12000.000000,20,20,37
66640,1847.000000,1841.282679,1850.000000,0.048430,0.157264,12000.000000,20,20,37
66660,1870.000000,1842.154411,1850.000000,0.043587,0.156538,12000.000000,20,20,37
66680,1820.000000,1841.272303,1800.000000,-0.044105,0.156616,12000.000000,20,20,36
66700,1802.000000,1840.478406,1850.000000,-0.039695,0.155954,12000.000000,20,20,37
66720,1899.000000,1838.097232,1800.000000,-0.119059,0.167859,12000.000000,20,20,36
66740,1817.000000,1837.620842,1850.000000,-0.023819,0.153573,12000.000000,20,20,37
66760,1846.000000,1837.192091,1850.000000,-0.021438,0.153216,12000.000000,20,20,37
66780,1787.000000,1838.472882,1850.000000,0.064040,0.159606,12000.000000,20,20,37
66800,1923.000000,1839.625594,1850.000000,0.057636,0.158645,12000.000000,20,20,37
66820,1841.000000,1840.663035,1850.000000,0.051872,0.157781,12000.000000,20,20,37
66840,1818.000000,1839.930065,1800.000000,-0.036649,0.155497,12000.000000,20,20,36
66860,1839.000000,1839.270391,1850.000000,-0.032984,0.154948,12000.000000,20,20,37
66880,1854.000000,1838.676686,1850.000000,-0.029685,0.154453,12000.000000,20,20,37
66900,1852.000000,1838.142350,1800.000000,-0.026717,0.154008,12000.000000,20,20,36
66920,1852.000000,1839.328115,1900.000000,0.059288,0.158893,12000.000000,20,20,38
66940,1817.000000,1838.728637,1800.000000,-0.029974,0.154496,12000.000000,20,20,36
66960,1854.000000,1839.855773,1850.000000,0.056357,0.158454,12000.000000,20,20,37
66980,1838.000000,1839.203529,1850.000000,-0.032612,0.154892,12000.000000,20,20,37
67000,1810.000000,1838.616510,1800.000000,-0.029351,0.154403,12000.000000,20,20,36
67020,1840.000000,1838.088192,1850.000000,-0.026416,0.153962,12000.000000,20,20,37
67040,1808.000000,1837.612706,1850.000000,-0.023774,0.153566,12000.000000,20,20,37
67060,1889.000000,1838.851436,1850.000000,0.061936,0.159290,12000.000000,20,20,37
67080,1813.000000,1838.299625,1800.000000,-0.027591,0.154139,12000.000000,20,20,36
67100,1859.000000,1837.802996,1850.000000,-0.024831,0.153725,12000.000000,20,20,37
67120,1856.000000,1837.356030,1850.000000,-0.022348,0.153352,12000.000000,20,20,37
67140,1768.000000,1838.620427,1850.000000,0.063220,0.159483,12000.000000,20,20,37
67160,1829.000000,1838.091718,1800.000000,-0.026435,0.153965,12000.000000,20,20,36
67180,1851.000000,1837.615879,1850.000000,-0.023792,0.153569,12000.000000,20,20,37
67200,1835.000000,1837.187625,1850.000000,-0.021413,0.153212,12000.000000,20,20,37
67220,1830.000000,1836.802195,1800.000000,-0.019271,0.152891,12000.000000,20,20,36
67240,1845.000000,1836.455309,1850.000000,-0.017344,0.152602,12000.000000,20,20,37
67260,1837.000000,1836.143112,1850.000000,-0.015610,0.152341,12000.000000,20,20,37
67280,1875.000000,1837.528800,1850.000000,0.069284,0.160393,12000.000000,20,20,37
67300,1772.000000,1838.775920,1850.000000,0.062356,0.159353,12000.000000,20,20,37
67320,1893.000000,1839.898328,1850.000000,0.056120,0.158418,12000.000000,20,20,37
67340,1821.000000,1839.241829,1800.000000,-0.032825,0.154924,12000.000000,20,20,36
67360,1847.000000,1838.650979,1850.000000,-0.029542,0.154431,12000.000000,20,20,37
67380,1824.000000,1836.452548,1800.000000,-0.109922,0.166488,12000.000000,20,20,36
67400,1829.000000,1836.140627,1850.000000,-0.015596,0.152339,12000.000000,20,20,37
67420,1850.000000,1835.859897,1850.000000,-0.014036,0.152105,12000.000000,20,20,37
67440,1833.000000,1835.607241,1800.000000,-0.012633,0.151895,12000.000000,20,20,36
67460,1811.000000,1837.046517,1900.000000,0.071964,0.160795,12000.000000,20,20,38
67480,1876.000000,1836.675198,1800.000000,-0.018566,0.152785,12000.000000,20,20,36
67500,1824.000000,1838.007679,1850.000000,0.066624,0.159994,12000.000000,20,20,37
67520,1857.000000,1837.540244,1850.000000,-0.023372,0.153506,12000.000000,20,20,37
67540,1830.000000,1837.119553,1800.000000,-0.021035,0.153155,12000.000000,20,20,36
67560,1832.000000,1836.740931,1850.000000,-0.018931,0.152840,12000.000000,20,20,37
67580,1893.000000,1836.400171,1850.000000,-0.017038,0.152556,12000.000000,20,20,37
67600,1820.000000,1836.093487,1800.000000,-0.015334,0.152300,12000.000000,20,20,36
67620,1827.000000,1837.484139,1900.000000,0.069533,0.160430,12000.000000,20,20,38
67640,1903.000000,1837.069058,1800.000000,-0.020754,0.153113,12000.000000,20,20,36
67660,1756.000000,1838.362152,1850.000000,0.064655,0.159698,12000.000000,20,20,37
67680,1856.000000,1837.859270,1850.000000,-0.025144,0.153772,12000.000000,20,20,37
67700,1852.000000,1837.406677,1800.000000,-0.022630,0.153394,12000.000000,20,20,36
67720,1840.000000,1836.999342,1850.000000,-0.020367,0.153055,12000.000000,20,20,37
67740,1810.000000,1836.632741,1850.000000,-0.018330,0.152750,12000.000000,20,20,37
67760,1824.000000,1836.302801,1800.000000,-0.016497,0.152475,12000.000000,20,20,36
67780,1851.000000,1836.005854,1850.000000,-0.014847,0.152227,12000.000000,20,20,37
67800,1863.000000,1835.738602,1850.000000,-0.013363,0.152004,12000.000000,20,20,37
67820,1777.000000,1835.498075,1800.000000,-0.012026,0.151804,12000.000000,20,20,36
67840,1880.000000,1835.281601,1850.000000,-0.010824,0.151624,12000.000000,20,20,37
67860,1816.000000,1835.086774,1850.000000,-0.009741,0.151461,12000.000000,20,20,37
67880,1877.000000,1836.578097,1850.000000,0.074566,0.161185,12000.000000,20,20,37
67900,1833.000000,1836.253620,1800.000000,-0.016224,0.152434,12000.000000,20,20,36
67920,1822.000000,1835.961592,1850.000000,-0.014601,0.152190,12000.000000,20,20,37
67940,1855.000000,1835.698766,1850.000000,-0.013141,0.151971,12000.000000,20,20,37
67960,1851.000000,1837.128889,1850.000000,0.071506,0.160726,12000.000000,20,20,37
67980,1784.000000,1836.749334,1800.000000,-0.018978,0.152847,12000.000000,20,20,36
68000,1848.000000,1836.407734,1850.000000,-0.017080,0.152562,12000.000000,20,20,37
68020,1792.000000,1834.433627,1800.000000,-0.098705,0.164806,12000.000000,20,20,36
68040,1869.000000,1835.990264,1900.000000,0.077832,0.161675,12000.000000,20,20,38
68060,1819.000000,1835.724571,1800.000000,-0.013285,0.151993,12000.000000,20,20,36
68080,1835.000000,1837.152114,1850.000000,0.071377,0.160707,12000.000000,20,20,37
68100,1826.000000,1835.103569,1800.000000,-0.102427,0.165364,12000.000000,20,20,36
68120,1824.000000,1834.926546,1850.000000,-0.008851,0.151328,12000.000000,20,20,37
68140,1761.000000,1834.767224,1850.000000,-0.007966,0.151195,12000.000000,20,20,37
68160,1870.000000,1834.623835,1800.000000,-0.007169,0.151075,12000.000000,20,20,36
68180,1791.000000,1834.494785,1850.000000,-0.006453,0.150968,12000.000000,20,20,37
68200,1861.000000,1834.378640,1850.000000,-0.005807,0.150871,12000.000000,20,20,37
68220,1800.000000,1835.940776,1850.000000,0.078107,0.161716,12000.000000,20,20,37
68240,1911.000000,1837.346698,1850.000000,0.070296,0.160544,12000.000000,20,20,37
68260,1819.000000,1836.945362,1800.000000,-0.020067,0.153010,12000.000000,20,20,36
68280,1803.000000,1836.584159,1850.000000,-0.018060,0.152709,12000.000000,20,20,37
68300,1859.000000,1836.259076,1850.000000,-0.016254,0.152438,12000.000000,20,20,37
68320,1850.000000,1835.966502,1800.000000,-0.014629,0.152194,12000.000000,20,20,36
68340,1802.000000,1834.036519,1800.000000,-0.096499,0.164475,12000.000000,20,20,36
68360,1852.000000,1833.966200,1900.000000,-0.003516,0.150527,12000.000000,20,20,38
68380,1864.000000,1835.236247,1840.000000,0.063502,0.159525,12000.000000,25,20,46
68400,1813.000000,1836.379289,1800.000000,0.057152,0.158573,12000.000000,20,20,36
68420,1880.000000,1835.741360,1850.000000,-0.031896,0.154784,12000.000000,20,20,37
68440,1766.000000,1835.500557,1850.000000,-0.012040,0.151806,12000.000000,20,20,37
68460,1843.000000,1835.283835,1800.000000,-0.010836,0.151625,12000.000000,20,20,36
68480,1840.000000,1833.422118,1800.000000,-0.093086,0.163963,12000.000000,20,20,36
68500,1825.000000,1833.413240,1900.000000,-0.000444,0.150067,12000.000000,20,20,38
68520,1827.000000,1833.405249,1800.000000,-0.000400,0.150060,12000.000000,20,20,36
68540,1821.000000,1835.064724,1850.000000,0.082974,0.162446,12000.000000,20,20,37
68560,1851.000000,1834.891585,1850.000000,-0.008657,0.151299,12000.000000,20,20,37
68580,1849.000000,1834.735760,1800.000000,-0.007791,0.151169,12000.000000,20,20,36
68600,1768.000000,1834.595517,1850.000000,-0.007012,0.151052,12000.000000,20,20,37
68620,1879.000000,1834.469299,1850.000000,-0.006311,0.150947,12000.000000,20,20,37
68640,1806.000000,1834.355702,1800.000000,-0.005680,0.150852,12000.000000,20,20,36
68660,1820.000000,1834.253465,1850.000000,-0.005112,0.150767,12000.000000,20,20,37
68680,1865.000000,1834.161452,1850.000000,-0.004601,0.150690,12000.000000,20,20,37
68700,1805.000000,1834.078640,1800.000000,-0.004141,0.150621,12000.000000,20,20,36
68720,1871.000000,1834.004110,1850.000000,-0.003727,0.150559,12000.000000,20,20,37
68740,1849.000000,1833.937032,1850.000000,-0.003354,0.150503,12000.000000,20,20,37
68760,1813.000000,1835.543329,1850.000000,0.080315,0.162047,12000.000000,20,20,37
68780,1858.000000,1835.322329,1800.000000,-0.011050,0.151657,12000.000000,20,20,36
68800,1782.000000,1835.123430,1850.000000,-0.009945,0.151492,12000.000000,20,20,37
68820,1881.000000,1834.944420,1850.000000,-0.008950,0.151343,12000.000000,20,20,37
68840,1818.000000,1834.783311,1800.000000,-0.008055,0.151208,12000.000000,20,20,36
68860,1878.000000,1834.638314,1850.000000,-0.007250,0.151087,12000.000000,20,20,37
68880,1806.000000,1834.507816,1850.000000,-0.006525,0.150979,12000.000000,20,20,37
68900,1838.000000,1836.057034,1850.000000,0.077461,0.161619,12000.000000,20,20,37
68920,1845.000000,1835.784664,1800.000000,-0.013619,0.152043,12000.000000,20,20,36
68940,1863.000000,1835.539531,1850.000000,-0.012257,0.151838,12000.000000,20,20,37
68960,1770.000000,1835.318911,1850.000000,-0.011031,0.151655,12000.000000,20,20,37
68980,1822.000000,1835.120353,1800.000000,-0.009928,0.151489,12000.000000,20,20,36
69000,1841.000000,1834.941651,1850.000000,-0.008935,0.151340,12000.000000,20,20,37
69020,1883.000000,1834.780820,1850.000000,-0.008042,0.151206,12000.000000,20,20,37
69040,1816.000000,1834.636071,1800.000000,-0.007237,0.151086,12000.000000,20,20,36
69060,1792.000000,1834.505797,1850.000000,-0.006514,0.150977,12000.000000,20,20,37
69080,1881.000000,1834.388551,1850.000000,-0.005862,0.150879,12000.000000,20,20,37
69100,1834.000000,1834.283029,1800.000000,-0.005276,0.150791,12000.000000,20,20,36
69120,1797.000000,1834.188059,1850.000000,-0.004748,0.150712,12000.000000,20,20,37
69140,1839.000000,1834.102587,1850.000000,-0.004274,0.150641,12000.000000,20,20,37
69160,1834.000000,1834.025661,1800.000000,-0.003846,0.150577,12000.000000,20,20,36
69180,1833.000000,1833.956429,1850.000000,-0.003462,0.150519,12000.000000,20,20,37
69200,1818.000000,1833.894119,1850.000000,-0.003115,0.150467,12000.000000,20,20,37
69220,1856.000000,1835.504707,1850.000000,0.080529,0.162079,12000.000000,20,20,37
69240,1800.000000,1836.954237,1850.000000,0.072476,0.160871,12000.000000,20,20,37
69260,1839.000000,1836.592146,1800.000000,-0.018105,0.152716,12000.000000,20,20,36
69280,1803.000000,1836.266265,1850.000000,-0.016294,0.152444,12000.000000,20,20,37
69300,1865.000000,1834.306305,1800.000000,-0.097998,0.164700,12000.000000,20,20,36
69320,1787.000000,1834.209008,1850.000000,-0.004865,0.150730,12000.000000,20,20,37
69340,1890.000000,1832.454774,1800.000000,-0.087712,0.163157,12000.000000,20,20,36
69360,1779.000000,1832.542630,1850.000000,0.004393,0.150659,12000.000000,20,20,37
69380,1909.000000,1832.621700,1850.000000,0.003954,0.150593,12000.000000,20,20,37
69400,1814.000000,1834.359530,1850.000000,0.086891,0.163034,12000.000000,20,20,37
69420,1785.000000,1835.923577,1850.000000,0.078202,0.161730,12000.000000,20,20,37
69440,1844.000000,1835.664553,1800.000000,-0.012951,0.151943,12000.000000,20,20,36
69460,1845.000000,1833.764764,1800.000000,-0.094989,0.164248,12000.000000,20,20,36
69480,1831.000000,1832.054954,1850.000000,-0.085490,0.162824,12000.000000,20,20,37
69500,1808.000000,1832.182792,1850.000000,0.006392,0.150959,12000.000000,20,20,37
69520,1850.000000,1832.297846,1800.000000,0.005753,0.150863,12000.000000,20,20,36
69540,1833.000000,1834.068062,1900.000000,0.088511,0.163277,12000.000000,20,20,38
69560,1832.000000,1833.994589,1800.000000,-0.003674,0.150551,12000.000000,20,20,36
69580,1781.000000,1835.595130,1850.000000,0.080027,0.162004,12000.000000,20,20,37
69600,1902.000000,1835.368950,1850.000000,-0.011309,0.151696,12000.000000,20,20,37
69620,1804.000000,1835.165389,1800.000000,-0.010178,0.151527,12000.000000,20,20,36
69640,1853.000000,1834.982183,1850.000000,-0.009160,0.151374,12000.000000,20,20,37
69660,1837.000000,1833.150631,1800.000000,-0.091578,0.163737,12000.000000,20,20,36
69680,1828.000000,1833.168902,1850.000000,0.000914,0.150137,12000.000000,20,20,37
69700,1842.000000,1831.518678,1800.000000,-0.082511,0.162377,12000.000000,20,20,36
69720,1791.000000,1831.700144,1850.000000,0.009073,0.151361,12000.000000,20,20,37
69740,1882.000000,1831.863463,1850.000000,0.008166,0.151225,12000.000000,20,20,37
69760,1865.000000,1833.677116,1850.000000,0.090683,0.163602,12000.000000,20,20,37
69780,1782.000000,1833.642738,1800.000000,-0.001719,0.150258,12000.000000,20,20,36
69800,1851.000000,1833.611798,1850.000000,-0.001547,0.150232,12000.000000,20,20,37
69820,1843.000000,1831.917285,1800.000000,-0.084726,0.162709,12000.000000,20,20,36
69840,1822.000000,1832.058889,1850.000000,0.007080,0.151062,12000.000000,20,20,37
69860,1850.000000,1832.186334,1850.000000,0.006372,0.150956,12000.000000,20,20,37
69880,1771.000000,1832.301034,1800.000000,0.005735,0.150860,12000.000000,20,20,36
69900,1871.000000,1832.404264,1850.000000,0.005161,0.150774,12000.000000,20,20,37
69920,1882.000000,1832.497171,1850.000000,0.004645,0.150697,12000.000000,20,20,37
69940,1758.000000,1832.580787,1800.000000,0.004181,0.150627,12000.000000,20,20,36
69960,1882.000000,1832.656042,1850.000000,0.003763,0.150564,12000.000000,20,20,37
69980,1782.000000,1832.723771,1850.000000,0.003386,0.150508,12000.000000,20,20,37
70000,1891.000000,1832.784727,1800.000000,0.003048,0.150457,12000.000000,20,20,36
70020,1796.000000,1832.839588,1850.000000,0.002743,0.150411,12000.000000,20,20,37
70040,1847.000000,1832.888962,1850.000000,0.002469,0.150370,12000.000000,20,20,37
70060,1814.000000,1832.933399,1800.000000,0.002222,0.150333,12000.000000,20,20,36
70080,1846.000000,1832.973393,1850.000000,0.002000,0.150300,12000.000000,20,20,37
70100,1781.000000,1831.342720,1800.000000,-0.081534,0.162230,12000.000000,20,20,36
70120,1904.000000,1831.541781,1850.000000,0.009953,0.151493,12000.000000,20,20,37
70140,1765.000000,1830.054270,1800.000000,-0.074376,0.161156,12000.000000,20,20,36
70160,1870.000000,1830.382176,1850.000000,0.016395,0.152459,12000.000000,20,20,37
70180,1823.000000,1830.677292,1850.000000,0.014756,0.152213,12000.000000,20,20,37
70200,1865.000000,1832.609563,1850.000000,0.096614,0.164492,12000.000000,20,20,37
70220,1832.000000,1832.681940,1800.000000,0.003619,0.150543,12000.000000,20,20,36
70240,1810.000000,1832.747079,1850.000000,0.003257,0.150489,12000.000000,20,20,37
70260,1844.000000,1832.805705,1850.000000,0.002931,0.150440,12000.000000,20,20,37
70280,1854.000000,1832.858467,1800.000000,0.002638,0.150396,12000.000000,20,20,36
70300,1802.000000,1832.905954,1850.000000,0.002374,0.150356,12000.000000,20,20,37
70320,1845.000000,1831.282025,1800.000000,-0.081196,0.162179,12000.000000,20,20,36
70340,1823.000000,1831.487156,1850.000000,0.010257,0.151538,12000.000000,20,20,37
70360,1836.000000,1831.671774,1850.000000,0.009231,0.151385,12000.000000,20,20,37
70380,1814.000000,1831.837930,1800.000000,0.008308,0.151246,12000.000000,20,20,36
